vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,location_time,gps_speed,mileage
AD00359,AAA7109359,0,114.54609099999999,26.323475,1,0,0,0,0,2018-09-26 22:05:23,0,19517
AD00359,AAA7109359,0,114.54609099999999,26.323475,1,0,0,0,0,2018-09-26 22:05:26,0,19517
AD00359,AAA7109359,0,114.54609099999999,26.323475,1,0,0,0,0,2018-09-26 22:05:27,0,19517
AD00359,AAA7109359,0,114.54609099999999,26.323475,1,0,0,0,0,2018-09-26 22:05:28,0,19517
AD00359,AAA7109359,0,114.54609099999999,26.323475,1,0,0,0,0,2018-09-26 22:05:30,0,19517
AD00359,AAA7109359,0,114.54609099999999,26.323475,1,0,0,0,0,2018-09-26 22:05:31,0,19517
AD00359,AAA7109359,0,114.54609099999999,26.323475,1,0,0,0,0,2018-09-26 22:05:32,0,19517
AD00359,AAA7109359,0,114.54609099999999,26.323475,1,0,0,0,0,2018-09-26 22:05:33,0,19517
AD00359,AAA7109359,0,114.54609099999999,26.323475,1,0,0,0,0,2018-09-26 22:05:34,0,19517
AD00359,AAA7109359,0,114.54609099999999,26.323475,1,0,0,0,0,2018-09-26 22:05:35,0,19517
AD00359,AAA7109359,324,114.54606799999999,26.323495,1,0,0,0,0,2018-09-26 22:05:36,0,19517
AD00359,AAA7109359,323,114.54606000000001,26.323501,1,0,0,0,0,2018-09-26 22:05:37,0,19517
AD00359,AAA7109359,322,114.546051,26.32351,1,0,0,0,0,2018-09-26 22:05:38,0,19517
AD00359,AAA7109359,322,114.54604599999999,26.323515000000004,1,0,0,0,0,2018-09-26 22:05:39,0,19517
AD00359,AAA7109359,320,114.546038,26.323546,1,0,0,0,0,2018-09-26 22:05:40,0,19517
AD00359,AAA7109359,320,114.546021,26.323575,1,0,0,0,0,2018-09-26 22:05:42,0,19517
AD00359,AAA7109359,320,114.546016,26.323590999999997,1,0,0,0,0,2018-09-26 22:05:43,0,19517
AD00359,AAA7109359,328,114.54601299999999,26.323603000000002,1,0,0,0,0,2018-09-26 22:05:44,0,19517
AD00359,AAA7109359,337,114.54601000000001,26.323618,1,0,0,0,0,2018-09-26 22:05:45,0,19517
AD00359,AAA7109359,337,114.546008,26.323628000000003,1,0,0,0,0,2018-09-26 22:05:46,0,19517
