vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,location_time,gps_speed,mileage
AM00282,AAA2005282,0,115.52855100000001,29.193185999999997,1,0,0,0,0,2018-09-26 23:21:51,0,11273
AM00282,AAA2005282,0,115.52855100000001,29.193181,1,0,0,0,0,2018-09-26 23:21:54,0,11273
AM00282,AAA2005282,0,115.528553,29.193178000000003,1,0,0,0,0,2018-09-26 23:21:55,0,11273
AM00282,AAA2005282,0,115.528553,29.193178000000003,1,0,0,0,0,2018-09-26 23:21:57,0,11273
AM00282,AAA2005282,0,115.528553,29.193178000000003,1,0,0,0,0,2018-09-26 23:21:58,0,11273
AM00282,AAA2005282,0,115.528553,29.193178000000003,1,0,0,0,0,2018-09-26 23:21:59,0,11273
AM00282,AAA2005282,0,115.528553,29.193178000000003,1,0,0,0,0,2018-09-26 23:22:00,0,11273
AM00282,AAA2005282,0,115.52854599999999,29.193181,1,0,0,0,0,2018-09-26 23:22:01,0,11273
AM00282,AAA2005282,292,115.52853999999999,29.193184999999996,1,0,0,0,0,2018-09-26 23:22:02,0,11273
AM00282,AAA2005282,301,115.528526,29.193185999999997,1,0,0,0,0,2018-09-26 23:22:03,0,11273
AM00282,AAA2005282,286,115.52851799999999,29.193191,1,0,0,0,0,2018-09-26 23:22:04,0,11273
AM00282,AAA2005282,286,115.52851000000001,29.193196,1,0,0,0,0,2018-09-26 23:22:05,0,11273
AM00282,AAA2005282,286,115.528501,29.193205,1,0,0,0,0,2018-09-26 23:22:06,0,11273
AM00282,AAA2005282,286,115.528488,29.193215999999996,1,0,0,0,0,2018-09-26 23:22:07,0,11273
AM00282,AAA2005282,286,115.528475,29.193223,1,0,0,0,0,2018-09-26 23:22:08,0,11273
AM00282,AAA2005282,286,115.528466,29.193228,1,0,0,0,0,2018-09-26 23:22:09,0,11273
AM00282,AAA2005282,307,115.52845500000001,29.193240000000003,1,0,0,0,0,2018-09-26 23:22:10,0,11273
AM00282,AAA2005282,318,115.52843100000001,29.193236,1,0,0,0,0,2018-09-26 23:22:11,0,11273
AM00282,AAA2005282,318,115.52841299999999,29.193225,1,0,0,0,0,2018-09-26 23:22:12,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193225,1,0,0,0,0,2018-09-26 23:22:13,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193228,1,0,0,0,0,2018-09-26 23:22:14,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193228,1,0,0,0,0,2018-09-26 23:22:15,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193228,1,0,0,0,0,2018-09-26 23:22:16,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193228,1,0,0,0,0,2018-09-26 23:22:17,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193228,1,0,0,0,0,2018-09-26 23:22:18,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193228,1,0,0,0,0,2018-09-26 23:22:19,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193228,1,0,0,0,0,2018-09-26 23:22:21,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193228,1,0,0,0,0,2018-09-26 23:22:22,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193228,1,0,0,0,0,2018-09-26 23:22:23,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193228,1,0,0,0,0,2018-09-26 23:22:24,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193228,1,0,0,0,0,2018-09-26 23:22:25,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193228,1,0,0,0,0,2018-09-26 23:22:26,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193228,1,0,0,0,0,2018-09-26 23:22:27,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193228,1,0,0,0,0,2018-09-26 23:22:28,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193228,1,0,0,0,0,2018-09-26 23:22:29,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193228,1,0,0,0,0,2018-09-26 23:22:30,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193228,1,0,0,0,0,2018-09-26 23:22:31,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193228,1,0,0,0,0,2018-09-26 23:22:32,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193228,1,0,0,0,0,2018-09-26 23:22:33,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193228,1,0,0,0,0,2018-09-26 23:22:34,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193228,1,0,0,0,0,2018-09-26 23:22:35,0,11273
AM00282,AAA2005282,318,115.52840800000001,29.193228,1,0,0,0,0,2018-09-26 23:22:36,0,11273
