vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,location_time,gps_speed,mileage
AB00198,AAA5413198,0,115.77833799999999,24.607441,1,0,0,0,0,2018-09-26 22:51:56,0,9329
AB00198,AAA5413198,0,115.77833500000001,24.607438000000002,1,0,0,0,0,2018-09-26 22:51:58,0,9329
AB00198,AAA5413198,0,115.77833600000001,24.60742,1,0,0,0,0,2018-09-26 22:52:00,0,9329
AB00198,AAA5413198,0,115.77835,24.607408,1,0,0,0,0,2018-09-26 22:52:01,0,9329
AB00198,AAA5413198,0,115.77834299999999,24.607406,1,0,0,0,0,2018-09-26 22:52:02,0,9329
AB00198,AAA5413198,0,115.778346,24.607411,1,0,0,0,0,2018-09-26 22:52:03,0,9329
AB00198,AAA5413198,0,115.778345,24.607413,1,0,0,0,0,2018-09-26 22:52:04,0,9329
AB00198,AAA5413198,0,115.778351,24.607413,1,0,0,0,0,2018-09-26 22:52:05,0,9329
AB00198,AAA5413198,0,115.77835300000001,24.607411,1,0,0,0,0,2018-09-26 22:52:06,0,9329
AB00198,AAA5413198,0,115.778355,24.607408,1,0,0,0,0,2018-09-26 22:52:07,0,9329
AB00198,AAA5413198,0,115.778355,24.607406,1,0,0,0,0,2018-09-26 22:52:08,0,9329
AB00198,AAA5413198,0,115.77835300000001,24.607401,1,0,0,0,0,2018-09-26 22:52:09,0,9329
AB00198,AAA5413198,0,115.778356,24.6074,1,0,0,0,0,2018-09-26 22:52:10,0,9329
AB00198,AAA5413198,0,115.77836,24.607395999999998,1,0,0,0,0,2018-09-26 22:52:11,0,9329
AB00198,AAA5413198,0,115.77835800000001,24.607391,1,0,0,0,0,2018-09-26 22:52:12,0,9329
AB00198,AAA5413198,0,115.778333,24.607385999999998,1,0,0,0,0,2018-09-26 22:52:13,0,9329
AB00198,AAA5413198,0,115.778333,24.607385999999998,1,0,0,0,0,2018-09-26 22:52:14,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:15,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:16,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:17,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:18,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:19,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:20,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:21,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:22,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:24,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:25,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:26,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:27,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:28,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:29,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:30,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:31,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:32,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:33,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:34,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:35,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:36,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:37,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:38,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:39,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:40,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:41,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:42,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:43,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:44,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:45,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:46,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:47,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:48,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:49,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:50,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:51,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:52,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:53,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:54,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:55,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:56,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:57,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:58,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:52:59,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:00,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:01,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:02,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:03,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:04,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:05,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:06,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:08,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:10,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:11,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:12,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:13,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:14,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:15,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:16,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:17,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:18,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:19,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:20,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:21,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:22,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:23,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:24,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:25,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:26,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:27,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:28,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:29,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:30,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:31,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:32,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:33,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:34,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:35,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:36,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:37,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:38,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:39,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:40,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:41,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:43,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:45,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:46,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:47,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:48,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:49,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:50,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:51,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:52,0,9329
AB00198,AAA5413198,0,115.77831100000002,24.607383,1,0,0,0,0,2018-09-26 22:53:53,0,9329
